0.398392,-0.971661,-0.489031,-1.301188,1.044918,-0.842718,-1.223277,0.996769,-0.803311,1.629243
1.243478,-1.348691,-1.039079,-1.174902,0.707129,-1.738355,-1.223277,1.948624,-1.162075,0.771022
-1.080509,0.253690,-0.672380,1.035110,-1.094412,0.948555,1.225214,-1.263884,0.452362,-0.830991
-1.432628,0.347948,-1.130753,1.413969,-0.700325,0.672974,1.464091,-0.966430,1.409065,-1.002635
0.398392,-0.783145,-0.030658,-0.922329,1.044918,-0.704928,-1.103839,0.461352,-1.102281,1.629243
-1.150933,-1.725722,-1.772475,1.413969,-0.981816,0.328499,1.344653,-1.263884,0.452362,-1.288709
1.736445,-0.217599,0.611064,-1.238045,0.538235,-1.118299,-1.282997,1.234733,-1.221869,0.713807
-1.362204,0.442206,-1.222428,1.224540,-1.319605,0.879659,0.448863,-0.847448,1.648241,-0.773776
-1.503052,0.347948,-0.764055,0.845680,-1.038114,0.259603,1.464091,-1.144902,0.452362,-1.174280
1.736445,-0.783145,-0.030658,-1.174902,0.313042,-1.256089,-1.163558,1.472697,-1.401251,0.599377
-0.305847,1.007752,-0.947404,1.287683,-0.812921,1.706401,1.284933,-0.490503,0.631744,-0.487703
-0.939661,0.159432,-0.672380,1.161396,-0.925518,0.535184,1.404372,-0.966430,1.528653,-1.117065
-0.939661,-0.594630,-1.039079,1.098253,-1.601096,0.328499,0.807179,-1.204393,1.169889,-1.002635
-0.446694,0.159432,-0.214007,1.161396,-0.812921,1.430820,0.926617,-1.263884,1.110095,-0.830991
1.595597,-0.029083,1.436135,-0.543470,0.650831,-0.773823,-0.626084,1.115751,-0.922899,0.484948
0.680087,-0.406114,0.244365,-1.364332,1.495304,-1.118299,-0.924681,1.234733,-1.341457,1.514813
-0.235423,-1.442949,0.061016,-0.922329,1.157515,-1.600565,-1.223277,0.104406,-1.341457,2.144175
0.609663,-0.594630,-0.030658,-1.238045,1.495304,-1.393879,-1.342716,1.056260,-1.221869,1.285954
1.666021,-0.029083,0.336040,-0.859186,0.707129,-1.324984,-1.342716,1.234733,-0.803311,0.942666
0.468816,-1.160176,-0.214007,-1.616904,1.439006,-1.738355,-1.342716,0.401861,-1.281663,1.400384
0.398392,-1.160176,-0.122333,-1.616904,1.101217,-1.393879,-1.282997,0.877788,-1.341457,0.942666
-1.643900,-0.029083,-1.772475,0.403678,-1.432201,0.328499,0.448863,-1.204393,1.409065,-1.345924
-0.869237,0.724979,-1.039079,1.477112,-0.812921,0.672974,1.523811,-0.966430,1.588447,-1.231494
1.454750,-0.500372,0.519389,-0.985472,0.650831,-0.980509,-1.462155,1.413206,-0.743517,0.656592
1.313902,1.196267,2.077857,0.277392,0.256744,-0.360453,-0.626084,0.461352,0.153392,0.256089
1.454750,-0.029083,1.527809,-0.669756,0.538235,-0.429348,-0.685804,0.996769,-0.922899,0.542163
0.539240,-0.877403,-0.764055,-1.680048,1.157515,-0.704928,-1.282997,1.532187,-0.982693,0.427733
0.680087,0.159432,2.352881,0.214248,0.594533,0.672974,-0.267769,0.937279,-0.324959,0.542163
-1.150933,-1.160176,-2.139173,1.161396,-1.544798,0.672974,0.508582,-1.085412,1.169889,-1.117065
1.384326,0.253690,0.886087,0.024819,0.425639,-0.084872,-0.864962,0.580333,-0.384753,0.542163
0.750511,-0.311856,1.619484,-0.922329,1.044918,-0.222662,-0.566365,0.996769,-0.922899,0.656592
0.398392,-1.065918,0.152691,-1.174902,0.594533,-1.462774,-0.924681,0.877788,-1.341457,1.858102
0.187120,-1.160176,0.152691,-0.796043,1.326409,-1.531669,-1.044120,0.223388,-1.102281,1.400384
1.454750,-0.311856,1.069437,-1.490618,0.932322,-1.049404,-0.626084,0.699315,-0.683723,0.427733
1.736445,-0.311856,-1.222428,-1.301188,0.819726,-0.842718,-1.402435,1.353715,-0.803311,0.656592
-0.869237,0.536463,-0.764055,0.529964,-1.432201,1.017450,0.807179,-0.966430,1.169889,-0.830991
0.539240,-0.971661,0.152691,-1.553761,1.157515,-1.118299,-1.103839,1.353715,-1.341457,1.285954
0.750511,-0.594630,0.152691,-1.869477,1.495304,-0.911613,-1.223277,1.234733,-1.341457,1.057095
0.398392,-1.631465,-0.305682,-1.048616,1.382708,-1.049404,-1.044120,0.223388,-0.922899,1.686457
0.257544,0.253690,2.169532,-0.669756,0.707129,-0.291557,-0.208049,1.115751,-0.384753,0.484948
0.257544,-2.102753,-0.030658,-0.985472,1.157515,-1.049404,-1.103839,0.401861,-1.221869,1.514813
0.327968,-2.385527,0.061016,-1.111759,1.044918,-1.324984,-1.044120,0.639824,-1.042487,1.858102
-0.869237,2.138845,1.069437,0.466821,0.200446,0.948555,0.747460,-0.728466,-0.085784,-0.144414
1.736445,-0.500372,0.427715,-0.543470,0.932322,-0.704928,-1.462155,0.877788,-0.803311,0.313304
0.257544,-0.783145,-0.397357,-1.743191,1.157515,-1.049404,-1.282997,0.342370,-1.221869,1.972531
-0.305847,1.196267,0.244365,1.161396,-0.587729,1.361925,1.105775,-0.787957,0.751332,-0.773776
-0.587542,0.536463,-0.214007,1.161396,-1.038114,1.706401,1.225214,-0.787957,0.452362,-0.659347
0.820935,0.253690,2.169532,-0.164611,0.538235,0.328499,0.090547,0.877788,-0.384753,0.713807
1.173054,-0.783145,0.061016,-0.922329,0.932322,-1.118299,-1.342716,1.829642,-1.281663,0.828236
-1.503052,0.536463,-0.397357,0.971967,-1.038114,1.224135,1.225214,-0.966430,0.870920,-0.659347
0.398392,-0.311856,0.061016,-1.174902,1.101217,-0.980509,-1.402435,1.353715,-1.341457,0.542163
-1.291781,0.253690,-0.397357,1.540256,-1.038114,1.293030,0.687740,-0.966430,0.990508,-1.288709
1.806869,-0.406114,1.252786,-0.354040,0.876024,-1.393879,-1.103839,0.877788,-1.221869,0.313304
1.454750,-0.594630,-0.580706,-1.048616,1.382708,-0.842718,-0.924681,1.532187,-0.922899,1.285954
0.468816,-1.065918,-0.214007,-1.111759,0.876024,-1.462774,-1.044120,0.877788,-0.803311,1.743672
1.313902,1.761814,1.711159,-0.606613,-0.249940,0.052918,-0.446927,0.699315,-0.324959,0.542163
