-2.531668,-28.835118
-9.020144,-23.110330
-7.759054,-9.091727
-4.605928,-5.411807
-3.760207,-27.828342
-5.661783,-6.593427
-11.347781,-21.281812
-5.765684,-6.622003
-7.785905,-9.065343
-10.041116,-22.365893
-11.039195,-12.995234
-3.641950,-4.231173
-1.384994,-1.608224
-9.000656,-10.567376
-11.461410,-21.108280
-6.554101,-25.428014
-2.137777,-29.202760
-6.602591,-25.208121
-9.536454,-22.829802
-5.841624,-26.054165
-5.012065,-26.662561
-2.323072,-2.666923
-5.624149,-6.599638
-8.901965,-23.396153
-14.933141,-18.103156
-12.033768,-20.631746
-8.982898,-23.273612
-14.069727,-18.790768
-1.468088,-1.716107
-12.803013,-19.930529
-11.973559,-20.834744
-3.247978,-28.229690
-3.081764,-28.332077
-10.932734,-21.674263
-9.370103,-22.934093
-8.131757,-9.564660
-6.073111,-25.733434
-6.659106,-25.374990
-3.715068,-27.779689
-13.460562,-19.390528
-3.674172,-27.763437
-1.560230,-29.719553
-14.011129,-16.329763
-10.790608,-21.746610
-3.004626,-28.339793
-12.402142,-14.490044
-10.643611,-12.562224
-14.280528,-18.664154
-8.951170,-23.292754
-7.543956,-8.836612
-7.397200,-24.771172
-9.328209,-10.892487
-9.965206,-22.386128
-6.993633,-25.042070
-3.587658,-27.920366
-14.869197,-18.165971
-2.946066,-28.400424
-6.328883,-7.366310
-14.664827,-17.075808
-6.640354,-7.724568
-14.960218,-17.554026
-3.752758,-27.711874
-8.018178,-24.056045
-14.644520,-17.157786
-10.909391,-21.627747
-4.539666,-27.205401
-6.119152,-25.686129
-6.725962,-7.866326
-6.028526,-25.737508
-5.365109,-6.248817
-8.546277,-10.067139
-8.951023,-23.211695
-9.193189,-10.774773
-13.959399,-16.434924
-3.963493,-4.548876
-10.287604,-12.138673
-7.606481,-8.956993
-15.073580,-17.776483
-8.103270,-24.000605
-7.638143,-9.010558
-11.669595,-20.980769
-7.575418,-8.894022
-10.376705,-12.111973
-12.600859,-20.095538
-10.873869,-21.700460
-4.321845,-4.943792
-13.317344,-19.414994
-8.544748,-23.705929
-12.191604,-20.398105
-15.029708,-17.465172
-8.892842,-10.574010
-6.866136,-8.055577
-9.357808,-11.023944
-12.122839,-20.575414
-7.231247,-24.760245
-7.629030,-8.852824
-13.071338,-15.334395
-11.162100,-13.038124
-14.703401,-17.144544
-9.638745,-22.619531
-5.367125,-6.236542
-9.250323,-10.927987
-7.374955,-24.561472
-7.934315,-9.380374
-7.953910,-9.245917
-7.423552,-24.675969
-4.971571,-26.665072
-9.000468,-10.531024
-3.930403,-27.645021
-1.427733,-29.824989
-14.036370,-16.304141
